text,classLabel
"2005/S_20050630.txt ,"" The Committee perceives that, with appropriate monetary policy action, the upside and downside risks to the attainment of both sustainable growth and price stability should be kept roughly equal. With underlying inflation expected to be contained, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured. Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability."",,,,",1
"2005/S_20050630.txt ,"" In a related action, the Board of Governors unanimously approved a 25-basis-point increase in the discount rate to 4-1/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas, and San Francisco."",,,,",3
"2005/S_20050809.txt , The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 3-1/2 percent.,,,,",3
"2005/S_20050809.txt ,"" The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity. Aggregate spending, despite high energy prices, appears to have strengthened since late winter, and labor market conditions continue to improve gradually. Core inflation has been relatively low in recent months and longer-term inflation expectations remain well contained, but pressures on inflation have stayed elevated."",,,,",2
"2005/S_20050809.txt ,"" The Committee perceives that, with appropriate monetary policy action, the upside and downside risks to the attainment of both sustainable growth and price stability should be kept roughly equal. With underlying inflation expected to be contained, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured. Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability."",,,,",1
"2005/S_20050809.txt ,"" In a related action, the Board of Governors unanimously approved a 25-basis-point increase in the discount rate to 4-1/2 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas, and San Francisco."",,,,",3
"2005/S_20050920.txt , The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 3-3/4 percent.,,,,",3
"2005/S_20050920.txt ,"" Output appeared poised to continue growing at a good pace before the tragic toll of Hurricane Katrina. The widespread devastation in the Gulf region, the associated dislocation of economic activity, and the boost to energy prices imply that spending, production, and employment will be set back in the near term. In addition to elevating premiums for some energy products, the disruption to the production and refining infrastructure may add to energy price volatility."",,,,",2
"2005/S_20050920.txt ,"" While these unfortunate developments have increased uncertainty about near-term economic performance, it is the Committee's view that they do not pose a more persistent threat. Rather, monetary policy accommodation, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity. Higher energy and other costs have the potential to add to inflation pressures. However, core inflation has been relatively low in recent months and longer-term inflation expectations remain contained."",,,,",2
"2005/S_20050920.txt ,"" The Committee perceives that, with appropriate monetary policy action, the upside and downside risks to the attainment of both sustainable growth and price stability should be kept roughly equal. With underlying inflation expected to be contained, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured. Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability."",,,,",1
"2005/S_20050920.txt ,"" In a related action, the Board of Governors unanimously approved a 25-basis-point increase in the discount rate to 4-3/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Richmond, Chicago, Minneapolis, and Kansas City."",,,,",3
"2005/S_20051101.txt , The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 4 percent.,,,,",3
"2005/S_20051101.txt ,"" Elevated energy prices and hurricane-related disruptions in economic activity have temporarily depressed output and employment. However, monetary policy accommodation, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity that will likely be augmented by planned rebuilding in the hurricane-affected areas. The cumulative rise in energy and other costs has the potential to add to inflation pressures",2
"2005/S_20051101.txt ,"" The Committee perceives that, with appropriate monetary policy action, the upside and downside risks to the attainment of both sustainable growth and price stability should be kept roughly equal. With underlying inflation expected to be contained, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured. Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability."",,,,",1
"2005/S_20051101.txt ,"" In a related action, the Board of Governors unanimously approved a 25-basis point increase in the discount rate to 5 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas, and San Francisco."",,,,",3
"2005/S_20051213.txt , The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 4-1/4 percent.,,,,",3
"2005/S_20051213.txt ,"" Despite elevated energy prices and hurricane-related disruptions, the expansion in economic activity appears solid. Core inflation has stayed relatively low in recent months and longer-term inflation expectations remain contained. Nevertheless, possible increases in resource utilization as well as elevated energy prices have the potential to add to inflation pressures."",,,,",2
"2005/S_20051213.txt ,"" The Committee judges that some further measured policy firming is likely to be needed to keep the risks to the attainment of both sustainable economic growth and price stability roughly in balance. In any event, the Committee will respond to changes in economic prospects as needed to foster these objectives."",,,,",1
"2005/S_20051213.txt ,"" In a related action, the Board of Governors unanimously approved a 25-basis point increase in the discount rate to 5-1/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas, and San Francisco."",,,,",3
"2006/S_20060131.txt , The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 4-1/2 percent.,,,,",3
"2006/S_20060131.txt ,"" Although recent economic data have been uneven, the expansion in economic activity appears solid. Core inflation has stayed relatively low in recent months and longer-term inflation expectations remain contained. Nevertheless, possible increases in resource utilization as well as elevated energy prices have the potential to add to inflation pressures."",,,,",2
"2006/S_20060131.txt ,"" The Committee judges that some further policy firming may be needed to keep the risks to the attainment of both sustainable economic growth and price stability roughly in balance. In any event, the Committee will respond to changes in economic prospects as needed to foster these objectives."",,,,",1
"2006/S_20060131.txt ,"" In a related action, the Board of Governors unanimously approved a 25-basis-point increase in the discount rate to 5-1/2 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Kansas City, Dallas, and San Francisco."",,,,",3
"2006/S_20060328.txt , The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 4-3/4 percent.,,,,",3
"2006/S_20060328.txt ,"" The slowing of the growth of real GDP in the fourth quarter of 2005 seems largely to have reflected temporary or special factors. Economic growth has rebounded strongly in the current quarter but appears likely to moderate to a more sustainable pace. As yet, the run-up in the prices of energy and other commodities appears to have had only a modest effect on core inflation, ongoing productivity gains have helped to hold the growth of unit labor costs in check, and inflation expectations remain contained. Still, possible increases in resource utilization, in combination with the elevated prices of energy and other commodities, have the potential to add to inflation pressures."",,,,",2
"2006/S_20060328.txt ,"" The Committee judges that some further policy firming may be needed to keep the risks to the attainment of both sustainable economic growth and price stability roughly in balance. In any event, the Committee will respond to changes in economic prospects as needed to foster these objectives."",,,,",0
"2006/S_20060328.txt ,"" In a related action, the Board of Governors approved a 25-basis-point increase in the discount rate to 5-3/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Dallas, and San Francisco."",,,,",3
"2006/S_20060510.txt , The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 5 percent.,,,,",3
"2006/S_20060510.txt ,"" Economic growth has been quite strong so far this year. The Committee sees growth as likely to moderate to a more sustainable pace, partly reflecting a gradual cooling of the housing market and the lagged effects of increases in interest rates and energy prices."",,,,",2
"2006/S_20060510.txt ,"" As yet, the run-up in the prices of energy and other commodities appears to have had only a modest effect on core inflation, ongoing productivity gains have helped to hold the growth of unit labor costs in check, and inflation expectations remain contained. Still, possible increases in resource utilization, in combination with the elevated prices of energy and other commodities, have the potential to add to inflation pressures."",,,,",2
"2006/S_20060510.txt ,"" The Committee judges that some further policy firming may yet be needed to address inflation risks but emphasizes that the extent and timing of any such firming will depend importantly on the evolution of the economic outlook as implied by incoming information. In any event, the Committee will respond to changes in economic prospects as needed to support the attainment of its objectives."",,,,",1
"2006/S_20060510.txt ,"" In a related action, the Board of Governors unanimously approved a 25-basis-point increase in the discount rate to 6 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Dallas, and San Francisco."",,,,",3
"2006/S_20060629.txt , The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 5-1/4 percent.,,,,",3
"2006/S_20060629.txt ,"" Recent indicators suggest that economic growth is moderating from its quite strong pace earlier this year, partly reflecting a gradual cooling of the housing market and the lagged effects of increases in interest rates and energy prices."",,,,",2
"2006/S_20060629.txt ,"" Readings on core inflation have been elevated in recent months. Ongoing productivity gains have held down the rise in unit labor costs, and inflation expectations remain contained. However, the high levels of resource utilization and of the prices of energy and other commodities have the potential to sustain inflation pressures."",,,,",2
"2006/S_20060629.txt ,"" Although the moderation in the growth of aggregate demand should help to limit inflation pressures over time, the Committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information. In any event, the Committee will respond to changes in economic prospects as needed to support the attainment of its objectives."",,,,",1
"2006/S_20060629.txt ,"" In a related action, the Board of Governors unanimously approved a 25-basis-point increase in the discount rate to 6-1/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, and Dallas."",,,,",3
"2006/S_20060808.txt , The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent.,,,,",3
"2006/S_20060808.txt ,"" Economic growth has moderated from its quite strong pace earlier this year, partly reflecting a gradual cooling of the housing market and the lagged effects of increases in interest rates and energy prices."",,,,",2
"2006/S_20060808.txt ,"" Readings on core inflation have been elevated in recent months, and the high levels of resource utilization and of the prices of energy and other commodities have the potential to sustain inflation pressures. However, inflation pressures seem likely to moderate over time, reflecting contained inflation expectations and the cumulative effects of monetary policy actions and other factors restraining aggregate demand."",,,,",2
"2006/S_20060808.txt ,"" Nonetheless, the Committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information."",,,,",1
"2006/S_20060920.txt , The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent.,,,,",3
"2006/S_20060920.txt ,"" The moderation in economic growth appears to be continuing, partly reflecting a cooling of the housing market."",,,,",2
"2006/S_20060920.txt ,"" Readings on core inflation have been elevated, and the high levels of resource utilization and of the prices of energy and other commodities have the potential to sustain inflation pressures. However, inflation pressures seem likely to moderate over time, reflecting reduced impetus from energy prices, contained inflation expectations, and the cumulative effects of monetary policy actions and other factors restraining aggregate demand."",,,,",0
"2006/S_20060920.txt ,"" Nonetheless, the Committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information."",,,,",1
"2006/S_20061025.txt , The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent.,,,,",3
"2006/S_20061025.txt ,"" Economic growth has slowed over the course of the year, partly reflecting a cooling of the housing market. Going forward, the economy seems likely to expand at a moderate pace."",,,,",2
"2006/S_20061025.txt ,"" Readings on core inflation have been elevated, and the high level of resource utilization has the potential to sustain inflation pressures. However, inflation pressures seem likely to moderate over time, reflecting reduced impetus from energy prices, contained inflation expectations, and the cumulative effects of monetary policy actions and other factors restraining aggregate demand."",,,,",0
"2006/S_20061025.txt ,"" Nonetheless, the Committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information."",,,,",1
"2006/S_20061212.txt , The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent.,,,,",3
"2006/S_20061212.txt ,"" Economic growth has slowed over the course of the year, partly reflecting a substantial cooling of the housing market. Although recent indicators have been mixed, the economy seems likely to expand at a moderate pace on balance over coming quarters."",,,,",2
"2006/S_20061212.txt ,"" Readings on core inflation have been elevated, and the high level of resource utilization has the potential to sustain inflation pressures. However, inflation pressures seem likely to moderate over time, reflecting reduced impetus from energy prices, contained inflation expectations, and the cumulative effects of monetary policy actions and other factors restraining aggregate demand."",,,,",0
"2006/S_20061212.txt ,"" Nonetheless, the Committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information."",,,,",1
"2007/S_20070131.txt , The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent.,,,,",3
"2007/S_20070131.txt ,"" Recent indicators have suggested somewhat firmer economic growth, and some tentative signs of stabilization have appeared in the housing market. Overall, the economy seems likely to expand at a moderate pace over coming quarters."",,,,",2
"2007/S_20070131.txt ,"" Readings on core inflation have improved modestly in recent months, and inflation pressures seem likely to moderate over time. However, the high level of resource utilization has the potential to sustain inflation pressures."",,,,",0
"2007/S_20070131.txt ,"" The Committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information."",,,,",1
"2007/S_20070321.txt , The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent.,,,,",3
"2007/S_20070321.txt ,"" Recent indicators have been mixed and the adjustment in the housing sector is ongoing. Nevertheless, the economy seems likely to continue to expand at a moderate pace over coming quarters."",,,,",2
"2007/S_20070321.txt ,"" Recent readings on core inflation have been somewhat elevated. Although inflation pressures seem likely to moderate over time, the high level of resource utilization has the potential to sustain those pressures."",,,,",0
"2007/S_20070321.txt ,"" In these circumstances, the Committee's predominant policy concern remains the risk that inflation will fail to moderate as expected. Future policy adjustments will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information."",,,,",1
"2007/S_20070509.txt , The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent.,,,,",3
"2007/S_20070509.txt ,"" Economic growth slowed in the first part of this year and the adjustment in the housing sector is ongoing. Nevertheless, the economy seems likely to expand at a moderate pace over coming quarters."",,,,",2
"2007/S_20070509.txt ,"" Core inflation remains somewhat elevated. Although inflation pressures seem likely to moderate over time, the high level of resource utilization has the potential to sustain those pressures."",,,,",0
"2007/S_20070509.txt ,"" In these circumstances, the Committee's predominant policy concern remains the risk that inflation will fail to moderate as expected. Future policy adjustments will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information."",,,,",1
"2007/S_20070628.txt , The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent.,,,,",3
"2007/S_20070628.txt ,"" Economic growth appears to have been moderate during the first half of this year, despite the ongoing adjustment in the housing sector. The economy seems likely to continue to expand at a moderate pace over coming quarters."",,,,",2
"2007/S_20070628.txt ,"" Readings on core inflation have improved modestly in recent months. However, a sustained moderation in inflation pressures has yet to be convincingly demonstrated. Moreover, the high level of resource utilization has the potential to sustain those pressures."",,,,",2
"2007/S_20070628.txt ,"" In these circumstances, the Committee's predominant policy concern remains the risk that inflation will fail to moderate as expected. Future policy adjustments will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information."",,,,",1
"2007/S_20070807.txt , The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent.,,,,",3
"2007/S_20070807.txt ,"" Economic growth was moderate during the first half of the year. Financial markets have been volatile in recent weeks, credit conditions have become tighter for some households and businesses, and the housing correction is ongoing. Nevertheless, the economy seems likely to continue to expand at a moderate pace over coming quarters, supported by solid growth in employment and incomes and a robust global economy."",,,,",2
"2007/S_20070807.txt ,"" Readings on core inflation have improved modestly in recent months. However, a sustained moderation in inflation pressures has yet to be convincingly demonstrated. Moreover, the high level of resource utilization has the potential to sustain those pressures."",,,,",2
"2007/S_20070807.txt ,"" Although the downside risks to growth have increased somewhat, the Committee's predominant policy concern remains the risk that inflation will fail to moderate as expected. Future policy adjustments will depend on the outlook for both inflation and economic growth, as implied by incoming information."",,,,",1
"2007/S_20070918.txt , The Federal Open Market Committee decided today to lower its target for the federal funds rate 50 basis points to 4-3/4 percent.,,,,",3
"2007/S_20070918.txt ,"" Economic growth was moderate during the first half of the year, but the tightening of credit conditions has the potential to intensify the housing correction and to restrain economic growth more generally.ë_ Today_Ñés action is intended to help forestall some of the adverse effects on the broader economy that might otherwise arise from the disruptions in financial markets and to promote moderate growth over time.ë_"",,,,",2
"2007/S_20070918.txt ,"" Readings on core inflation have improved modestly this year.ë_ However, the Committee judges that some inflation risks remain, and it will continue to monitor inflation developments carefully.ë_"",,,,",2
"2007/S_20070918.txt , Developments in financial markets since the Committee_Ñés last regular meeting have increased the uncertainty surrounding the economic outlook.ë_ The Committee will continue to assess the effects of these and other developments on economic prospects and will act as needed to foster price stability and sustainable economic growth.,,,,",1
"2007/S_20070918.txt ,"" In a related action, the Board of Governors unanimously approved a 50-basis-point decrease in the discount rate to 5-1/4 percent.ë_ In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Cleveland, St. Louis, Minneapolis, Kansas City, and San Francisco."",,,,",3
"2007/S_20071031.txt , The Federal Open Market Committee decided today to lower its target for the federal funds rate 25 basis points to 4-1/2 percent.,,,,",3
"2007/S_20071031.txt ,"" Economic growth was solid in the third quarter, and strains in financial markets have eased somewhat on balance.ë_ However, the pace of economic expansion will likely slow in the near term, partly reflecting the intensification of the housing correction.ë_ Today_Ñés action, combined with the policy action taken in September, should help forestall some of the adverse effects on the broader economy that might otherwise arise from the disruptions in financial markets and promote moderate growth over time."",,,,",2
"2007/S_20071031.txt ,"" Readings on core inflation have improved modestly this year, but recent increases in energy and commodity prices, among other factors, may put renewed upward pressure on inflation.ë_ In this context, the Committee judges that some inflation risks remain, and it will continue to monitor inflation developments carefully.ë_"",,,,",2
"2007/S_20071031.txt ,"" The Committee judges that, after this action, the upside risks to inflation roughly balance the downside risks to growth.ë_ The Committee will continue to assess the effects of financial and other developments on economic prospects and will act as needed to foster price stability and sustainable economic growth."",,,,",1
"2007/S_20071031.txt ,"" In a related action, the Board of Governors unanimously approved a 25-basis-point decrease in the discount rate to 5 percent.ë_ In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, Richmond, Atlanta, Chicago, St. Louis, and San Francisco."",,,,",3
"2007/S_20071211.txt , The Federal Open Market Committee decided today to lower its target for the federal funds rate 25 basis points to 4-1/4 percent.,,,,",3
"2007/S_20071211.txt ,"" Incoming information suggests that economic growth is slowing, reflecting the intensification of the housing correction and some softening in business and consumer spending. Moreover, strains in financial markets have increased in recent weeks.ë_ Today_Ñés action, combined with the policy actions taken earlier, should help promote moderate growth over time."",,,,",2
"2007/S_20071211.txt ,"" Readings on core inflation have improved modestly this year, but elevated energy and commodity prices, among other factors, may put upward pressure on inflation.ë_ In this context, the Committee judges that some inflation risks remain, and it will continue to monitor inflation developments carefully."",,,,",2
"2007/S_20071211.txt ,"" Recent developments, including the deterioration in financial market conditions, have increased the uncertainty surrounding the outlook for economic growth and inflation.ë_ The Committee will continue to assess the effects of financial and other developments on economic prospects and will act as needed to foster price stability and sustainable economic growth."",,,,",1
"2007/S_20071211.txt ,"" In a related action, the Board of Governors unanimously approved a 25-basis-point decrease in the discount rate to 4-3/4 percent.ë_ In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, and St. Louis."",,,,",3
"2008/S_20080130.txt , The Federal Open Market Committee decided today to lower its target for the federal funds rate 50 basis points to 3 percent.,,,,",3
"2008/S_20080130.txt ,"" Financial markets remain under considerable stress, and credit has tightened further for some businesses and households.ë_ Moreover, recent information indicates a deepening of the housing contraction as well as some softening in labor markets."",,,,",2
"2008/S_20080130.txt ,"" The Committee expects inflation to moderate in coming quarters, but it will be necessary to continue to monitor inflation developments carefully."",,,,",0
"2008/S_20080130.txt ,"" Today_Ñés policy action, combined with those taken earlier, should help to promote moderate growth over time and to mitigate the risks to economic activity.ë_ However, downside risks to growth remain.ë_ The Committee will continue to assess the effects of financial and other developments on economic prospects and will act in a timely manner as needed to address those risks."",,,,",1
"2008/S_20080130.txt ,"" In a related action, the Board of Governors unanimously approved a 50-basis-point decrease in the discount rate to 3-1/2 percent.ë_ In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Atlanta, Chicago, St. Louis, Kansas City, and San Francisco."",,,,",3
"2008/S_20080318.txt , The Federal Open Market Committee decided today to lower its target for the federal funds rate 75 basis points to 2-1/4 percent.,,,,",3
"2008/S_20080318.txt ,"" Recent information indicates that the outlook for economic activity has weakened further. Growth in consumer spending has slowed and labor markets have softened.ë_ Financial markets remain under considerable stress, and the tightening of credit conditions and the deepening of the housing contraction are likely to weigh on economic growth over the next few quarters."",,,,",2
"2008/S_20080318.txt ,"" Inflation has been elevated, and some indicators of inflation expectations have risen.ë_ The Committee expects inflation to moderate in coming quarters, reflecting a projected leveling-out of energy and other commodity prices and an easing of pressures on resource utilization.ë_ Still, uncertainty about the inflation outlook has increased.ë_ It will be necessary to continue to monitor inflation developments carefully."",,,,",2
"2008/S_20080318.txt ,"" Today_Ñés policy action, combined with those taken earlier, including measures to foster market liquidity, should help to promote moderate growth over time and to mitigate the risks to economic activity.ë_ However, downside risks to growth remain.ë_ The Committee will act in a timely manner as needed to promote sustainable economic growth and price stability."",,,,",1
"2008/S_20080318.txt ,"" In a related action, the Board of Governors unanimously approved a 75-basis-point decrease in the discount rate to 2-1/2 percent.ë_ In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, and San Francisco."",,,,",3
"2008/S_20080430.txt , The Federal Open Market Committee decided today to lower its target for the federal funds rate 25 basis points to 2 percent.,,,,",3
"2008/S_20080430.txt ,"" Recent information indicates that economic activity remains weak. Household and business spending has been subdued and labor markets have softened further. Financial markets remain under considerable stress, and tight credit conditions and the deepening housing contraction are likely to weigh on economic growth over the next few quarters."",,,,",2
"2008/S_20080430.txt ,"" Although readings on core inflation have improved somewhat, energy and other commodity prices have increased, and some indicators of inflation expectations have risen in recent months. The Committee expects inflation to moderate in coming quarters, reflecting a projected leveling-out of energy and other commodity prices and an easing of pressures on resource utilization. Still, uncertainty about the inflation outlook remains high. It will be necessary to continue to monitor inflation developments carefully."",,,,",2
"2008/S_20080430.txt ,"" The substantial easing of monetary policy to date, combined with ongoing measures to foster market liquidity, should help to promote moderate growth over time and to mitigate risks to economic activity. The Committee will continue to monitor economic and financial developments and will act as needed to promote sustainable economic growth and price stability."",,,,",1
"2008/S_20080430.txt ,"" In a related action, the Board of Governors unanimously approved a 25-basis-point decrease in the discount rate to 2-1/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, Cleveland, Atlanta, and San Francisco."",,,,",3
"2008/S_20080625.txt , The Federal Open Market Committee decided today to keep its target for the federal funds rate at 2 percent.,,,,",3
"2008/S_20080625.txt ,"" Recent information indicates that overall economic activity continues to expand, partly reflecting some firming in household spending.ë_ However, labor markets have softened further and financial markets remain under considerable stress.ë_ Tight credit conditions, the ongoing housing contraction, and the rise in energy prices are likely to weigh on economic growth over the next few quarters."",,,,",2
"2008/S_20080625.txt ,"" The Committee expects inflation to moderate later this year and next year.ë_ However, in light of the continued increases in the prices of energy and some other commodities and the elevated state of some indicators of inflation expectations, uncertainty about the inflation outlook remains high."",,,,",2
"2008/S_20080625.txt ,"" The substantial easing of monetary policy to date, combined with ongoing measures to foster market liquidity, should help to promote moderate growth over time.ë_ Although downside risks to growth remain, they appear to have diminished somewhat, and the upside risks to inflation and inflation expectations have increased.ë_ The Committee will continue to monitor economic and financial developments and will act as needed to promote sustainable economic growth and price stability."",,,,",1
"2008/S_20080805.txt , The Federal Open Market Committee decided today to keep its target for the federal funds rate at 2 percent.,,,,",3
"2008/S_20080805.txt ,"" Economic activity expanded in the second quarter, partly reflecting growth in consumer spending and exports. However, labor markets have softened further and financial markets remain under considerable stress. Tight credit conditions, the ongoing housing contraction, and elevated energy prices are likely to weigh on economic growth over the next few quarters. Over time, the substantial easing of monetary policy, combined with ongoing measures to foster market liquidity, should help to promote moderate economic growth."",,,,",2
"2008/S_20080805.txt ,"" Inflation has been high, spurred by the earlier increases in the prices of energy and some other commodities, and some indicators of inflation expectations have been elevated. The Committee expects inflation to moderate later this year and next year, but the inflation outlook remains highly uncertain."",,,,",2
"2008/S_20080805.txt ,"" Although downside risks to growth remain, the upside risks to inflation are also of significant concern to the Committee. The Committee will continue to monitor economic and financial developments and will act as needed to promote sustainable economic growth and price stability."",,,,",1
"2008/S_20080916.txt , The Federal Open Market Committee decided today to keep its target for the federal funds rate at 2 percent.,,,,",3
"2008/S_20080916.txt ,"" Strains in financial markets have increased significantly and labor markets have weakened further. Economic growth appears to have slowed recently, partly reflecting a softening of household spending. Tight credit conditions, the ongoing housing contraction, and some slowing in export growth are likely to weigh on economic growth over the next few quarters. Over time, the substantial easing of monetary policy, combined with ongoing measures to foster market liquidity, should help to promote moderate economic growth."",,,,",2
"2008/S_20080916.txt ,"" Inflation has been high, spurred by the earlier increases in the prices of energy and some other commodities. The Committee expects inflation to moderate later this year and next year, but the inflation outlook remains highly uncertain."",,,,",2
"2008/S_20080916.txt , The downside risks to growth and the upside risks to inflation are both of significant concern to the Committee. The Committee will monitor economic and financial developments carefully and will act as needed to promote sustainable economic growth and price stability.,,,,",1
"2008/S_20081029.txt , The Federal Open Market Committee decided today to lower its target for the federal funds rate 50 basis points to 1 percent.,,,,",3
"2008/S_20081029.txt ,"" The pace of economic activity appears to have slowed markedly, owing importantly to a decline in consumer expenditures. Business equipment spending and industrial production have weakened in recent months, and slowing economic activity in many foreign economies is damping the prospects for U.S. exports. Moreover, the intensification of financial market turmoil is likely to exert additional restraint on spending, partly by further reducing the ability of households and businesses to obtain credit."",,,,",2
"2008/S_20081029.txt ,"" In light of the declines in the prices of energy and other commodities and the weaker prospects for economic activity, the Committee expects inflation to moderate in coming quarters to levels consistent with price stability."",,,,",0
"2008/S_20081029.txt ,"" Recent policy actions, including today_Ñés rate reduction, coordinated interest rate cuts by central banks, extraordinary liquidity measures, and official steps to strengthen financial systems, should help over time to improve credit conditions and promote a return to moderate economic growth. Nevertheless, downside risks to growth remain. The Committee will monitor economic and financial developments carefully and will act as needed to promote sustainable economic growth and price stability."",,,,",1
"2008/S_20081029.txt ,"" In a related action, the Board of Governors unanimously approved a 50-basis-point decrease in the discount rate to 1-1/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Cleveland, and San Francisco."",,,,",3
"2008/S_20081216.txt , The Federal Open Market Committee decided today to establish a target range for the federal funds rate of 0 to 1/4 percent.ë_,,,,",3
"2008/S_20081216.txt ,"" Since the Committee's last meeting, labor market conditions have deteriorated, and the available data indicate that consumer spending, business investment, and industrial production have declined.ë_ Financial markets remain quite strained and credit conditions tight.ë_ Overall, the outlook for economic activity has weakened further."",,,,",2
"2008/S_20081216.txt ,"" Meanwhile, inflationary pressures have diminished appreciably.ë_ In light of the declines in the prices of energy and other commodities and the weaker prospects for economic activity, the Committee expects inflation to moderate further in coming quarters."",,,,",2
"2008/S_20081216.txt ,"" The Federal Reserve will employ all available tools to promote the resumption of sustainable economic growth and to preserve price stability.ë_ In particular, the Committee anticipates that weak economic conditions are likely to warrant exceptionally low levels of the federal funds rate for some time.ë_"",,,,",1
